ACTIVE DATE,COUNTY,SED CODE,LEGAL NAME,INSTITUTION TYPE CODE,INSTUTION TYPE DESCRIPTION,INSTITUTION SUB TYPE CODE,INSTITUTION SUB TYPE DESCRIPTION,NEEDS RESOURCE CODE,NEEDS RESOURCE DESCRIPTION,GRADE ORGANIZATION CODE,GRADE ORGANIZATION DESCRIPTION,COMMUNITY TYPE,COMMUNITY TYPE NAME,MAILING ADDRESS,CITY,STATE,ZIP,SALUTATION,CEO FIRST NAME,CEO LAST NAME,CEO PHONE,CEO EMAIL
7/1/2011,BRONX,321100860982,ICAHN CHARTER SCHOOL 5,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,New York City,1500 PELHAM PKWY S,BRONX,NY,10461,MR.,LAWFORD,CUNNINGHAM,7188280034,lcunningham@ccics.org
7/1/1980,BRONX,321100995200,LAVELLE SCHOOL FOR THE BLIND,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,7,Special School,71,New York City,3830 PAULDING AVE,BRONX,NY,10469,MS.,LORRIE,NANRY,7188821212,lnanry@lavelleschool.org
7/1/2008,BRONX,321100995742,GARVEY SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,New York City,950 BAYCHESTER AVE,BRONX,NY,10475,MS.,JUNE,O'CONNOR,7183203902,oconnorj@garveyschool.com
7/1/1998,BRONX,321100996013,LEARNING TREE PREPARATORY SCHOOL(THE),14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,New York City,801 BARTHOLDI ST,BRONX,NY,10467,MS.,LOIS,GREGORY,7189440958,msgregory@tltprep.org
7/1/2014,BRONX,321100996186,PSY INC,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,8,Other,,New York City,2961 ELY AVE,BRONX,NY,10469,MS.,LORRAINE,JONES,7188624229,lorrainejones04@gmail.com
7/1/1980,BRONX,321100996863,NEW YORK INSTITUTE FOR SPECIAL EDUCATION,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,6,K-12 School,71,New York City,999 PELHAM PKWY,BRONX,NY,10469,MS.,BERNADETTE,KAPPEN,7185197000,bkappen@nyise.org
7/1/1980,BRONX,321100998390,REGENT SCHOOL,14,NON-PUBLIC SCHOOLS,21,INDEPENDENT,,,1,Elementary,71,New York City,719 E 216TH ST,BRONX,NY,10467,MR.,HOWARD,STERLING,7186532900,regentschool1947@gmail.com
7/1/1980,BRONX,321200010000,NEW YORK CITY GEOGRAPHIC DISTRICT #12,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,NA,71,New York City,1434 LONGFELLOW AVE,BRONX,NY,10459,MS.,RAFAELA,ESPINAL-PACHEO,7183282310,respina@schools.nyc.gov
7/1/1980,BRONX,321200010006,PS 6 WEST FARMS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1000 E TREMONT AVE,BRONX,NY,10460,MS.,JULIET,YOUNG,7185427676,jyoung6@schools.nyc.gov
7/1/2003,BRONX,321200010044,PS 44 DAVID C FARRAGUT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1825 PROSPECT AVE,BRONX,NY,10457,MS.,MELISSA,HARROW,7185832360,mharrow2@schools.nyc.gov
7/1/1980,BRONX,321200010047,PS 47 JOHN RANDOLPH,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1794 E 172ND ST,BRONX,NY,10472,MR.,THOMAS,GUARNIERI,7188240950,tguarni@schools.nyc.gov
7/1/1980,BRONX,321200010050,PS 50 CLARA BARTON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1550 VYSE AVE,BRONX,NY,10460,MS.,KIM,NOHAVICKA,7185422650,knohavi@schools.nyc.gov
7/1/2003,BRONX,321200010057,PS 57 CRESCENT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,2111 CROTONA AVE,BRONX,NY,10457,MS.,MARY,BLANDINO-SANCHEZ,7183679446,mblandino-sanchez@schools.nyc.gov
7/1/2003,BRONX,321200010061,PS 61 FRANCISCO OLLER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1550 CROTONA PARK E,BRONX,NY,10460,MS.,PATRICIA,QUIGLEY,7185427230,pquigle@schools.nyc.gov
7/1/2003,BRONX,321200010066,PS 66 SCHOOL OF HIGHER EXPECTATIONS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1001 JENNINGS ST,BRONX,NY,10460,MR.,THOMAS,DEGRAZIA,7183192820,tdegraz@schools.nyc.gov
7/1/2003,BRONX,321200010067,PS 67 MOHEGAN SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,2024 MOHEGAN AVE,BRONX,NY,10460,MR.,JEFFREY,SANTIAGO,7188234101,jsantia7@schools.nyc.gov
7/1/2003,BRONX,321200010092,PS 92,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,700 E 179TH ST,BRONX,NY,10457,MS.,YASMIN,LUGO-HERNADEZ,7187317900,ylugo@schools.nyc.gov
7/1/1980,BRONX,321200010098,JHS 98 HERMAN RIDDER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1619 BOSTON RD,BRONX,NY,10460,MR.,MARK,TURCOTTE,7185898200,mturcotte@schools.nyc.gov
7/1/1980,BRONX,321200010129,MS 129 ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,2055 MAPES AVE,BRONX,NY,10460,MR.,RAYMOND,GRANDA,7189335976,rgranda@schools.nyc.gov
7/1/1980,BRONX,321200010134,PS 134 GEORGE F BRISTOW,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1330 BRISTOW ST,BRONX,NY,10459,MS.,ALISON,KING,7183283351,aking3@schools.nyc.gov
7/1/1980,BRONX,321200010150,PS 150 CHARLES JAMES FOX,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,920 E 167TH ST,BRONX,NY,10459,MR.,EDWIN,IRIZARRY,7183287729,eirizar2@schools.nyc.gov
7/1/2002,BRONX,321200010190,ESMT-IS 190,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1550 CROTONA PARK E,BRONX,NY,10460,MS.,DIANAJADE,SANTIAGO,7186209423,djsantia@schools.nyc.gov
7/1/2003,BRONX,321200010195,PS 195,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1250 WARD AVE,BRONX,NY,10472,MR.,UNAL,KARAKAS,7188614461,ukarakas@schools.nyc.gov
7/1/2003,BRONX,321200010196,PS 196,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1250 WARD AVE,BRONX,NY,10472,MS.,LIZZETTE,GRACIANI,7183287187,lgraciani@schools.nyc.gov
7/1/1980,BRONX,321200010211,PS 211 ,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1919 PROSPECT AVE,BRONX,NY,10457,MS.,TANYA,DRUMMOND,7189010436,tdrummond@schools.nyc.gov
7/1/2003,BRONX,321200010212,PS 212,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1180 TINTON AVE,BRONX,NY,10456,MS.,GLORIA,FORD ANDERSON,7188422331,gfordanderson@schools.nyc.gov
7/1/2003,BRONX,321200010214,PS 214,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1970 W FARMS RD,BRONX,NY,10460,MR.,DAVID,CINTRON,7185896728,dcintro@schools.nyc.gov
7/1/2003,BRONX,321200010217,SCHOOL OF PERFORMING ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,977 FOX ST,BRONX,NY,10459,MS.,MAIYSHA,ETIENNE,7185894844,metienne3@schools.nyc.gov
7/1/2005,BRONX,321200010242,MOTT HALL V,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior Senior School,71,New York City,1551 E 172ND ST,BRONX,NY,10472,MR.,PETER,OROSZLANY,7186208160,poroszl@schools.nyc.gov
7/1/2004,BRONX,321200010273,FREDERICK DOUGLASS ACADEMY V MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,2111 CROTONA AVE,BRONX,NY,10457,MS.,DENA,ZAMORE,7185611617,dzamore@schools.nyc.gov
7/1/2005,BRONX,321200010286,FANNIE LOU HAMER MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1001 JENNINGS ST,BRONX,NY,10460,MS.,LORRAINE,CHANON,7188602707,lchanon@schools.nyc.gov
7/1/2005,BRONX,321200010300,SCHOOL OF SCIENCE AND APPLIED LEARNING,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,2050 PROSPECT AVE,BRONX,NY,10457,MS.,VENESSA,SINGLETON,7185846310,vsingle2@schools.nyc.gov
7/1/2013,BRONX,321200010314,FAIRMONT NEIGHBORHOOD SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1550 VYSE AVE,BRONX,NY,10460,MR.,SCOTT,WOLFSON,7188605210,swolfso2@schools.nyc.gov
7/1/2004,BRONX,321200010316,KNOWLEDGE AND POWER PREPARATORY ACADEMY III,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,2055 MAPES AVE,BRONX,NY,10460,MS.,JEAN,COLON,7185613580,jcolon8@schools.nyc.gov
7/1/2003,BRONX,321200010318,"IS 318 MATH, SCIENCE & TECH THROUGH ARTS SCHOOL",17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1919 PROSPECT AVE,BRONX,NY,10457,MR.,SEBASTIAN,BRAITHWAITE,7182948504,sbraithwaite@schools.nyc.gov
7/1/2004,BRONX,321200010341,ACCION ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1825 PROSPECT AVE,BRONX,NY,10457,DR.,VICTOR,FRIAS,7182940514,vfrias@schools.nyc.gov
7/1/2007,BRONX,321200010372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior Senior School,71,New York City,2024 MOHEGAN AVE,BRONX,NY,10460,MR.,ASTRID,JACOBO,7188234130,ajacobo@schools.nyc.gov
7/1/2008,BRONX,321200010383,EMOLIOR ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,1970 W FARMS RD,BRONX,NY,10460,MR.,DERICK,SPAULDING,7188422670,dspaulding@schools.nyc.gov
7/1/2008,BRONX,321200010384,ENTRADA ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,977 FOX ST,BRONX,NY,10459,MS.,JAZMIN,RIVERA-POLANCO,7183781649,jrivera7@schools.nyc.gov
7/1/2014,BRONX,321200010458,SAMARA COMMUNITY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,,New York City,1550 VYSE AVE,BRONX,NY,10460,MS.,DANIELLE,DERRIG,7188605332,dderrig@schools.nyc.gov
7/1/2009,BRONX,321200010463,URBAN SCHOLARS COMMUNITY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1180 TINTON AVE,BRONX,NY,10456,MS.,DEBRA,JONES,7188428133,djones51@schools.nyc.gov
7/1/2011,BRONX,321200010531,ARCHER ELEMENTARY SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1827 ARCHER ST,BRONX,NY,10460,MR.,ZAKARIAH,HAVILAND,7188283791,zhaviland@schools.nyc.gov
7/1/2011,BRONX,321200010536,PS 536,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1827 ARCHER ST,BRONX,NY,10460,MR.,SASHA,MEDINA,7189314270,smedina10@schools.nyc.gov
7/1/2005,BRONX,321200011248,METROPOLITAN HIGH SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1180 REV J A POLITE AVE,BRONX,NY,10459,MR.,MADHUSUDHA,NARAYANAN,7189914634,mnarayanan@schools.nyc.gov
7/1/2005,BRONX,321200011251,EXPLORATIONS ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1619 BOSTON RD,BRONX,NY,10460,MS.,SUSANA,HERNANDEZ,7188936173,shernan10@schools.nyc.gov
7/1/2004,BRONX,321200011267,BRONX LATIN SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior Senior School,71,New York City,800 HOME ST,BRONX,NY,10456,MS.,ANNETTE,FIORENTINO,7189916349,afiorentino2@schools.nyc.gov
7/1/2004,BRONX,321200011271,EAST BRONX ACADEMY FOR THE FUTURE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior Senior School,71,New York City,1716 SOUTHERN BLVD,BRONX,NY,10460,MS.,SARAH,SCROGIN,7188618641,sscrogin@schools.nyc.gov
7/1/2004,BRONX,321200011278,PEACE AND DIVERSITY ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1180 REV J A POLITE AVE,BRONX,NY,10459,MS.,MICHELLE,NOONAN,7189911855,mnoonan@schools.nyc.gov
7/1/2008,BRONX,321200011388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1300 BOYNTON AVE,BRONX,NY,10472,MS.,BRIDGIT,BYE,7189917238,bbye@schools.nyc.gov
7/1/2010,BRONX,321200011446,ARTURO A SCHOMBURG SATELLITE ACADEMY BRONX,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1010 REV J A POLITE AVE,BRONX,NY,10459,MS.,MARSHA,VERNON,7185422700,mvernon@schools.nyc.gov
7/1/2009,BRONX,321200011478,CINEMA SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1551 E 172ND ST,BRONX,NY,10472,MS.,KEISHA,WARNER,7186202560,kwarner@schools.nyc.gov
7/1/2009,BRONX,321200011479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,800 HOME ST,BRONX,NY,10456,MS.,JULIA,BALY,7185424011,jbaly@schools.nyc.gov
7/1/2003,BRONX,321200011480,BRONX REGIONAL HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1010 REV J A POLITE AVE,BRONX,NY,10459,MR.,COLIN,THOMAS,7189912020,cthomas@schools.nyc.gov
7/1/2011,BRONX,321200011511,BRONX ENVISION ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1619 BOSTON RD,BRONX,NY,10460,MS.,EMILY,SHU,7185891590,eshu@schools.nyc.gov
7/1/2011,BRONX,321200011521,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1300 BOYNTON AVE,BRONX,NY,10472,MR.,EMARILIX,LOPEZ,7188608240,elopez5@schools.nyc.gov
7/1/2003,BRONX,321200011550,HIGH SCHOOL OF WORLD CULTURES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1300 BOYNTON AVE-4TH FL,BRONX,NY,10472,DR.,RAMON,NAMNUM,7188608120,rnamnun@schools.nyc.gov
7/1/2003,BRONX,321200011682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1021 JENNINGS ST,BRONX,NY,10460,MR.,JEFFREY,PALLADINO,7188610521,jpallad@schools.nyc.gov
7/1/2003,BRONX,321200011684,WINGS ACADEMY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1122 E 180TH ST,BRONX,NY,10460,MS.,TUWANNA,WILLIAMS GRAY,7185971751,twillia13@schools.nyc.gov
7/1/2003,BRONX,321200011691,BRONX LITTLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,1827 ARCHER ST,BRONX,NY,10460,MS.,BEVERLY,URQUIZA,7187922650,burquiza@schools.nyc.gov
7/1/2003,BRONX,321200011692,MONROE ACADEMY FOR VISUAL ARTS & DESIGN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,5,Senior High,71,New York City,1300 BOYNTON AVE,BRONX,NY,10472,MR.,BRENDAN,LYONS,7188608160,blyons5@schools.nyc.gov
7/1/1980,BRONX,321200145315,SAINT JOHN CHRYSOSTOM SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,New York City,1144 HOE AVE,BRONX,NY,10459,SISTER,MARY,MOONEY,7183287226,b243@adnyeducation.org
7/1/1980,BRONX,321200145443,SAINT THOMAS AQUINAS SCHOOL,14,NON-PUBLIC SCHOOLS,11,ROMAN CATHOLIC - ARCHDIOCESE OF NY,,,1,Elementary,71,New York City,1909 DALY AVE,BRONX,NY,10460,MS.,JESSICA,PEREZ-MALDONADO,7188937600,jessica.perez-maldonado@archny.org
7/1/1980,BRONX,321200435846,R T HUDSON SDA ELEMENTARY SCHOOL,14,NON-PUBLIC SCHOOLS,1,SEVENTH-DAY ADVENTIST,,,1,Elementary,71,New York City,1122 FOREST AVE,BRONX,NY,10456,MR.,RAYMOND,DIXON,7183283322,4jwray@gmail.com
7/1/2004,BRONX,321200860870,BRONX LIGHTHOUSE CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,6,K-12 School,71,New York City,1001 INTERVALE AVE,BRONX,NY,10459,MR.,TRAVIS,BROWN,6469150025,tlbrown@lhacs.org
7/1/2006,BRONX,321200860898,SOUTH BRONX CLASSICAL CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,New York City,977 FOX ST,BRONX,NY,10459,MR.,LESTER,LONG,7188604340,llong@southbronxclassical.org
7/1/2010,BRONX,321200860965,DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,4,Junior Senior School,71,New York City,800 HOME ST-RM 205,BRONX,NY,10456,MR.,RICHARD,BURKE,7183780490,rburke@drihscs.org
7/1/2012,BRONX,321200861010,ROADS CHARTER SCHOOL II,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,5,Senior High,71,New York City,1010 REV JAMES POLITE AVE,BRONX,NY,10459,MR.,CHESTER,ASHER,7188617515,casher@roadsschools.org
7/1/2012,BRONX,321200861026,CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL,17,PUBLIC SCHOOLS,11,CHARTER SCHOOL,7,CHARTER SCHOOL,1,Elementary,71,New York City,1919 PROSPECT AVE-3RD FL,BRONX,NY,10457,MR.,SIMONE,BOND,3478719002,sbond@childrensaidcollegeprep.org
7/1/1980,BROOKLYN,330000010000,BROOKLYN (TOTAL),16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,NA,71,New York City, , , ,     , , , , , 
7/1/1980,BROOKLYN,331300010000,NEW YORK CITY GEOGRAPHIC DISTRICT #13,16,SCHOOL DISTRICTS,1,CITY,1,NEW YORK CITY,,NA,71,New York City,355 PARK AVE,BROOKLYN,NY,11238,MS.,BARBARA,FREEMAN,7186363284,bfreeman6@schools.nyc.gov
7/1/1980,BROOKLYN,331300010003,PS 3 BEDFORD VILLAGE (THE),17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,50 JEFFERSON AVE,BROOKLYN,NY,11216,MS.,KRISTINA,BEECHER,7186222960,kbeeche@schools.nyc.gov
7/1/1980,BROOKLYN,331300010008,PS 8 ROBERT FULTON,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,37 HICKS ST,BROOKLYN,NY,11201,MR.,SETH,PHILLIPS,7188346740,sphilli@schools.nyc.gov
7/1/1980,BROOKLYN,331300010009,PS 9 TEUNIS G BERGEN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,80 UNDERHILL AVE,BROOKLYN,NY,11238,MS.,DENITA,KELLMAN DAVILAR,7186383260,sdavila@schools.nyc.gov
7/1/1980,BROOKLYN,331300010011,PS 11 PURVIS J BEHAN,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,419 WAVERLY AVE,BROOKLYN,NY,11238,MS.,ABIDEMI,HOPE,7186382661,ahope@schools.nyc.gov
7/1/1980,BROOKLYN,331300010020,PS 20 CLINTON HILL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,225 ADELPHI ST,BROOKLYN,NY,11205,MS.,LENA,BARBERA,7188346744,lbarbera@schools.nyc.gov
7/1/2003,BROOKLYN,331300010044,PS 44 MARCUS GARVEY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,432 MONROE ST,BROOKLYN,NY,11221,MS.,ROXANNE,JAMES,7188346939,rjames6@schools.nyc.gov
7/1/1980,BROOKLYN,331300010046,PS 46 EDWARD C BLUM,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,100 CLERMONT AVE,BROOKLYN,NY,11205,MS.,KARYN,NICHOLSON,7188347694,knicholson@schools.nyc.gov
7/1/1980,BROOKLYN,331300010054,PS 54 SAMUEL C BARNES,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,195 SANFORD ST,BROOKLYN,NY,11205,MR.,ANTHONY,PIRRO,7188346752,apirro2@schools.nyc.gov
7/1/2003,BROOKLYN,331300010056,PS 56 LEWIS H LATIMER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,170 GATES AVE,BROOKLYN,NY,11238,MS.,DEBORAH,CLARK-JOHNSON,7188573149,dclarkj@schools.nyc.gov
7/1/1980,BROOKLYN,331300010067,PS 67 CHARLES A DORSEY,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,51 ST EDWARDS ST,BROOKLYN,NY,11205,MS.,KYESHA,JACKSON,7188346756,kjackso5@schools.nyc.gov
7/1/1980,BROOKLYN,331300010093,PS 93 WILLIAM H PRESCOTT,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,31 NEW YORK AVE,BROOKLYN,NY,11216,MS.,SANDRA,PHILIP,7186047363,sphilip@schools.nyc.gov
7/1/1985,BROOKLYN,331300010113,MS 113 RONALD EDMONDS LEARNING CENTER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,300 ADELPHI ST,BROOKLYN,NY,11205,MS.,DAWNIQUE,DAUGHTRY,7188346734,ddaught@schools.nyc.gov
7/1/2003,BROOKLYN,331300010133,PS 133 WILLIAM A BUTLER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,610 BALTIC ST,BROOKLYN,NY,11217,MS.,HEATHER,FOSTER-MANN,7183985320,hfoster@schools.nyc.gov
7/1/1980,BROOKLYN,331300010256,PS 256 BENJAMIN BANNEKER,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,114 KOSCIUSKO ST,BROOKLYN,NY,11216,MS.,SHARYN,HEMPHILL,7188579820,shemphi@schools.nyc.gov
7/1/1980,BROOKLYN,331300010265,DR SUSAN S MCKINNEY SECONDARY SCHOOL OF THE ARTS,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,4,Junior Senior School,71,New York City,101 PARK AVE,BROOKLYN,NY,11205,MR.,MICHAEL,WALKER,7188346760,mwalker10@schools.nyc.gov
7/1/2003,BROOKLYN,331300010266,MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,2,Middle School,71,New York City,31 NEW YORK AVE,BROOKLYN,NY,11216,MS.,GLENDA,ESPERANCE,7182458766,gespera@schools.nyc.gov
7/1/2003,BROOKLYN,331300010270,PS 270 JOHANN DEKALB,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,241 EMERSON PL,BROOKLYN,NY,11205,MS.,SYLVIA,WALLACE-ANDERSON,7186235280,swallace4@schools.nyc.gov
7/1/1980,BROOKLYN,331300010282,PS 282 PARK SLOPE,17,PUBLIC SCHOOLS,1,PUBLIC SCHOOL CITY,1,NEW YORK CITY,1,Elementary,71,New York City,180 6TH AVE,BROOKLYN,NY,11217,MR.,RASHAN,HOKE,7186221626,rhoke2@schools.nyc.gov
